time_s,raw_adc,centered_adc,filtered_100hz_adc
7.279,15.0,-0.11390256323204895,0.1735721813667053
7.28,15.0,-0.11390256323204895,0.07400736229738326
7.281,15.0,-0.11390256323204895,-0.05294551128076816
7.282,15.0,-0.11390256323204895,-0.1592037581527081
7.283,15.0,-0.11390256323204895,-0.20460568300290946
7.284,15.0,-0.11390256323204895,-0.1720096997804932
7.285,15.0,-0.11390256323204895,-0.07377933990555634
7.286,15.0,-0.11390256323204895,0.05280270311384536
7.287,15.0,-0.11390256323204895,0.15953145136425484
7.288,16.0,0.886097436767951,0.2054940059982126
7.289,15.0,-0.11390256323204895,0.17267584874503525
7.29,15.0,-0.11390256323204895,0.07303566646082268
7.291,15.0,-0.11390256323204895,-0.05573620116732479
7.292,15.0,-0.11390256323204895,-0.16432296823439485
7.293,15.0,-0.11390256323204895,-0.21053314078909893
7.294,15.0,-0.11390256323204895,-0.17562074812543
7.295,15.0,-0.11390256323204895,-0.07188594234308242
7.296,15.0,-0.11390256323204895,0.0615281199892083
7.297,15.0,-0.11390256323204895,0.1732684045082376
7.298,16.0,0.886097436767951,0.21942132508645903
7.299,15.0,-0.11390256323204895,0.1807029548757947
7.3,15.0,-0.11390256323204895,0.07048052872765909
7.301,15.0,-0.11390256323204895,-0.06970533463361421
7.302,15.0,-0.11390256323204895,-0.18568619698009312
7.303,15.0,-0.11390256323204895,-0.23150804475336786
7.304,15.0,-0.11390256323204895,-0.18758168307361675
7.305,15.0,-0.11390256323204895,-0.06898597090844094
7.306,15.0,-0.11390256323204895,0.0795797748213109
7.307,15.0,-0.11390256323204895,0.20057024889425346
7.308,16.0,0.886097436767951,0.2458323844820859
7.309,15.0,-0.11390256323204895,0.1957292410544548
7.31,15.0,-0.11390256323204895,0.0675604135028581
7.311,15.0,-0.11390256323204895,-0.0903084809532814
7.312,15.0,-0.11390256323204895,-0.21666901085117907
7.313,15.0,-0.11390256323204895,-0.261193861162298
7.314,15.0,-0.11390256323204895,-0.2044651219487191
7.315,15.0,-0.11390256323204895,-0.06633291506094847
7.316,15.0,-0.11390256323204895,0.1009677366282687
7.317,15.0,-0.11390256323204895,0.23259048597634369
7.318,17.0,1.886097436767951,0.27625124078276075
7.319,15.0,-0.11390256323204895,0.2130105306323257
7.32,15.0,-0.11390256323204895,0.06538966238808659
7.321,15.0,-0.11390256323204895,-0.11063446916993083
7.322,15.0,-0.11390256323204895,-0.24692440071391358
7.323,15.0,-0.11390256323204895,-0.28964148109255955
7.324,15.0,-0.11390256323204895,-0.22055930097991797
7.325,15.0,-0.11390256323204895,-0.06476871556230389
7.326,15.0,-0.11390256323204895,0.11846763873554278
7.327,15.0,-0.11390256323204895,0.25837074543214605
7.328,16.0,0.886097436767951,0.30010812766894746
7.329,15.0,-0.11390256323204895,0.22635855131717758
7.33,15.0,-0.11390256323204895,0.06446333685799559
7.331,15.0,-0.11390256323204895,-0.12378250059867356
7.332,15.0,-0.11390256323204895,-0.2658627670081895
7.333,15.0,-0.11390256323204895,-0.30662660520648194
7.334,15.0,-0.11390256323204895,-0.22979044828512227
7.335,15.0,-0.11390256323204895,-0.06443245321424208
7.336,15.0,-0.11390256323204895,0.12611135713562227
7.337,16.0,0.886097436767951,0.2686724477390065
7.338,16.0,0.886097436767951,0.3085132026144452
7.339,15.0,-0.11390256323204895,0.2304454480768744
7.34,15.0,-0.11390256323204895,0.0646156342025726
7.341,15.0,-0.11390256323204895,-0.12524561676878956
7.342,15.0,-0.11390256323204895,-0.26648760389158127
7.343,15.0,-0.11390256323204895,-0.305505343123819
7.344,15.0,-0.11390256323204895,-0.22817759131874843
7.345,15.0,-0.11390256323204895,-0.06494933083610845
7.346,15.0,-0.11390256323204895,0.12125553178616456
7.347,15.0,-0.11390256323204895,0.25945195304607893
7.348,16.0,0.886097436767951,0.29780299277443145
7.349,15.0,-0.11390256323204895,0.22313391533740692
7.35,15.0,-0.11390256323204895,0.06538111042958356
7.351,15.0,-0.11390256323204895,-0.1144857772252446
7.352,15.0,-0.11390256323204895,-0.2481626912010414
7.353,15.0,-0.11390256323204895,-0.28606464580284763
7.354,15.0,-0.11390256323204895,-0.2157527042885873
7.355,15.0,-0.11390256323204895,-0.06587921955596156
7.356,15.0,-0.11390256323204895,0.10552694368934386
7.357,15.0,-0.11390256323204895,0.23362403842738633
7.358,17.0,1.886097436767951,0.2713559092357845
7.359,15.0,-0.11390256323204895,0.20672883571621875
7.36,15.0,-0.11390256323204895,0.06643588202909588
7.361,15.0,-0.11390256323204895,-0.095164937275532
7.362,15.0,-0.11390256323204895,-0.2171595108620739
7.363,15.0,-0.11390256323204895,-0.2550538169738212
7.364,15.0,-0.11390256323204895,-0.19694847002818636
7.365,15.0,-0.11390256323204895,-0.0670640784867893
7.366,15.0,-0.11390256323204895,0.08431210088426916
7.367,15.0,-0.11390256323204895,0.20028994432971153
7.368,16.0,0.886097436767951,0.23871506216711508
7.369,15.0,-0.11390256323204895,0.18739924906567376
7.37,15.0,-0.11390256323204895,0.06778890085731168
7.371,15.0,-0.11390256323204895,-0.07392548246072689
7.372,15.0,-0.11390256323204895,-0.1845880885390539
7.373,15.0,-0.11390256323204895,-0.22392074113732258
7.374,15.0,-0.11390256323204895,-0.1790654894565169
7.375,15.0,-0.11390256323204895,-0.06863567423319018
7.376,15.0,-0.11390256323204895,0.06491896288865505
7.377,15.0,-0.11390256323204895,0.1715234847621242
7.378,16.0,0.886097436767951,0.2121133937519094
7.379,15.0,-0.11390256323204895,0.17282010701670636
7.38,15.0,-0.11390256323204895,0.06961768564143275
7.381,15.0,-0.11390256323204895,-0.058076803503498906
7.382,15.0,-0.11390256323204895,-0.1623129737401315
7.383,15.0,-0.11390256323204895,-0.20444366580801324
7.384,15.0,-0.11390256323204895,-0.16932585406914266
7.385,15.0,-0.11390256323204895,-0.07072643591132559
7.386,15.0,-0.11390256323204895,0.05397647096003682
7.387,15.0,-0.11390256323204895,0.15779230506271982
7.388,16.0,0.886097436767951,0.20164355270065917
7.389,15.0,-0.11390256323204895,0.16895773990885016
7.39,15.0,-0.11390256323204895,0.0719268271017724
7.391,15.0,-0.11390256323204895,-0.05292825555353744
7.392,15.0,-0.11390256323204895,-0.15832283288299692
7.393,15.0,-0.11390256323204895,-0.20394087636234237
7.394,15.0,-0.11390256323204895,-0.17175629162901945
7.395,15.0,-0.11390256323204895,-0.07315871239110315
7.396,15.0,-0.11390256323204895,0.054938165109175076
7.397,15.0,-0.11390256323204895,0.16374425337933568
7.398,16.0,0.886097436767951,0.21102559829564715
7.399,15.0,-0.11390256323204895,0.17741785607490204
7.4,15.0,-0.11390256323204895,0.0743449564512688
7.401,15.0,-0.11390256323204895,-0.059698852666159354
7.402,15.0,-0.11390256323204895,-0.17338000727940062
7.403,15.0,-0.11390256323204895,-0.22207319386261662
7.404,15.0,-0.11390256323204895,-0.1853238683363772
7.405,15.0,-0.11390256323204895,-0.07540482506936837
7.406,15.0,-0.11390256323204895,0.06661099582060757
7.407,15.0,-0.11390256323204895,0.18609673228643783
